order_id,customer_id,product_id,order_date,order_time,quantity,unit_price,discount,total_price,supplier_id,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,billing_address,billing_city,billing_state,billing_country,billing_postal_code,tracking_number,status
142,142,142,7/8/2022,5.02,20,379.51,0.2,8849.92,142,credit card,497 Vahlen Hill,Cepões,18,Portugal,3505-157,0040 Birchwood Park,Kolodenka,,Ukraine,,3675875143,pending
143,143,143,1/16/2020,9.03,23,230.77,0.02,7256.32,143,debit card,03 Center Junction,Sancha,,China,,9 Logan Hill,Lelekovice,,Czech Republic,664 31,8340927352,pending
144,144,144,8/20/2021,21.31,67,570.19,0.6,333.28,144,debit card,1729 Messerschmidt Court,Quaraí,,Brazil,97560-000,4 Clemons Alley,Rizári,,Greece,,2523500675,delivered
145,145,145,11/15/2020,7.65,70,144.19,0.27,7162.69,145,cash,8345 Carey Park,Kassala,,Sudan,,1 Columbus Lane,Motrico,,Philippines,2826,8442377444,delivered
146,146,146,6/16/2020,17.61,16,858.92,0.4,929.86,146,debit card,45 Dawn Junction,Bakar,,Croatia,52428,98443 Jay Lane,Bendo,,Indonesia,,4765543207,delivered
147,147,147,8/23/2022,15.88,83,930.94,0.47,7002.08,147,credit card,7 Towne Way,Yanghong,,China,,9 Prairieview Parkway,Los Juríes,,Argentina,3763,2464141870,processing
148,148,148,8/26/2022,6.33,7,609.99,0.77,9271.91,148,cash,5 Fallview Point,Camangcamang,,Philippines,7008,6025 Village Green Lane,Tambo Grande,,Peru,,3384053545,delivered
149,149,149,2/7/2021,14.32,3,827.11,0.38,1056.05,149,debit card,4 Farwell Road,Naghalin,,Philippines,4106,922 Warrior Plaza,Dayuan,,China,,3284288691,processing
150,150,150,2/23/2022,20.76,71,731.07,0.08,4256.29,150,credit card,8 Swallow Road,Öjebyn,BD,Sweden,943 36,23 Oak Valley Crossing,Tagog,,Indonesia,,4453482273,delivered
151,151,151,5/17/2020,12.09,74,321.42,0.6,9963.42,151,cash,7 Farmco Court,Ninghai,,China,,1518 Redwing Park,New Yekepa,,Liberia,,4416533305,pending
152,152,152,2/13/2022,2.92,42,713.84,0.56,4386.81,152,cash,3 Karstens Alley,Gamleby,H,Sweden,594 93,8040 Gulseth Lane,Shijak,,Albania,,6122019635,processing
153,153,153,7/22/2020,18.58,15,457.52,0.59,8535.4,153,debit card,1003 Independence Street,Partido,,Dominican Republic,10505,79006 Washington Way,Qila Abdullāh,,Pakistan,86201,7830665722,shipped
154,154,154,7/5/2020,12.89,10,305.85,0.17,773.79,154,debit card,36103 Talisman Hill,Karolino-Buhaz,,Ukraine,,331 American Ash Plaza,Nandu,,China,,8828718443,delivered
155,155,155,6/25/2020,22.21,74,93.62,0.59,5459.79,155,cash,1 Eggendart Parkway,Noveleta,,Philippines,4105,7 Corscot Place,Tralee,,Ireland,V92,1054964674,processing
156,156,156,10/24/2022,10.52,55,696.55,0.18,9642.36,156,debit card,73076 Canary Road,Maubasa,,Indonesia,,019 Colorado Alley,Henglishan,,China,,2043894153,delivered
157,157,157,9/29/2021,7.02,47,429.84,0.54,5542.97,157,cash,6 Northview Point,Melaka,MLK,Malaysia,75518,742 Corscot Terrace,Zhishan,,China,,1057922220,processing
158,158,158,2/9/2021,19.21,37,851.8,0.92,5826.79,158,cash,05566 Warrior Park,Ailibugai,,China,,7610 Corscot Terrace,Si Racha,,Thailand,20110,5182323083,pending
159,159,159,8/4/2021,16.64,74,952.32,0.92,4915.08,159,cash,5 Haas Circle,Bayan,,Mongolia,,51408 Arizona Place,Chouto,14,Portugal,2140-215,2206348322,pending
160,160,160,10/10/2021,11.76,52,693.53,0.23,5110.25,160,cash,4348 Bluestem Hill,Yashiro,,Japan,917-0102,9 Mallard Pass,Bhawāna,,Pakistan,35351,2864090360,shipped
161,161,161,8/23/2020,12.19,17,87.75,0.5,2657.14,161,cash,517 Stang Place,Carvalho,16,Portugal,4950-703,96 Veith Plaza,Faaa,,French Polynesia,,9881629576,pending
162,162,162,4/23/2022,15.42,72,832.48,0.14,3216.77,162,credit card,15182 Eagan Hill,Tamianglayang,,Indonesia,,307 Thompson Circle,Louisville,KY,United States,40225,5280310831,processing
163,163,163,10/18/2021,8.73,93,228.99,0.36,6121.38,163,cash,82256 Spohn Parkway,Västervik,H,Sweden,593 62,41348 Hansons Pass,Xiashan,,China,,9511628822,delivered
164,164,164,12/10/2021,0.05,17,349.24,0.96,4391.52,164,credit card,9 Pearson Way,Mārupe,,Latvia,,8 Independence Street,Luleå,BD,Sweden,976 33,8330763036,pending
165,165,165,12/2/2020,10.74,62,358.69,0.57,3532.67,165,cash,99 Drewry Way,Couva,,Trinidad and Tobago,,3262 Waxwing Street,San Rafael,,Costa Rica,11504,5999942139,processing
166,166,166,5/23/2020,7.48,66,341.3,0.6,7604.28,166,credit card,627 Maple Alley,Oenopu,,Indonesia,,4638 Pawling Alley,Balangiga,,Philippines,6812,7720991243,shipped
167,167,167,6/6/2020,23.09,15,794.14,0.27,9071.47,167,cash,265 Lien Terrace,Kasserine,,Tunisia,,820 Norway Maple Drive,Zubří,,Czech Republic,756 54,9960724262,delivered
168,168,168,11/20/2020,8.57,88,127.35,0.32,1139.15,168,credit card,582 Hayes Point,Masku,,Finland,21251,3 Jana Circle,Raheny,,Ireland,D17,2135975840,delivered
169,169,169,4/13/2020,0.72,100,432.72,0.02,1691.41,169,debit card,4462 Arapahoe Court,Qā’en,,Iran,,7 Oak Trail,Djibouti,,Djibouti,,1969961878,processing
170,170,170,1/14/2022,22.97,72,843.59,0.33,4078.14,170,debit card,6157 Mcguire Way,Springfield,IL,United States,62723,2 Maryland Court,Périgny,B7,France,17184 CEDEX,5234023039,processing
171,171,171,11/22/2020,17.14,69,59.72,0.1,7840.0,171,debit card,747 Bartelt Street,Long Xuyên,,Vietnam,,0261 Hoepker Pass,Repentigny,QC,Canada,J6V,7761179723,processing
172,172,172,9/14/2022,14.14,58,798.38,0.33,4349.65,172,debit card,048 Cody Park,Konosha,,Russia,164010,10493 Mendota Plaza,Nanzhao Chengguanzhen,,China,,8864445380,pending
173,173,173,5/23/2020,5.55,43,25.89,0.87,2475.01,173,cash,1660 Pine View Way,Hongwŏn,,North Korea,,6 Morningstar Trail,Huicungo,,Peru,,2518629217,shipped
174,174,174,1/4/2021,15.86,72,282.69,0.06,6668.7,174,credit card,758 Northview Pass,Lingquan,,China,,25994 Melvin Road,Sarbīsheh,,Iran,,8584277163,processing
175,175,175,9/2/2020,2.66,27,559.7,0.45,3858.66,175,credit card,670 Bayside Parkway,Zarzal,,Colombia,762528,6956 Messerschmidt Plaza,Karbunara e Vogël,,Albania,,3620338238,shipped
176,176,176,10/4/2020,16.14,48,209.22,0.07,6962.21,176,credit card,204 Manley Avenue,Qijiawan,,China,,968 Gina Alley,Pushkino,,Russia,142139,3275355704,processing
177,177,177,6/3/2020,16.42,61,539.0,0.77,9773.78,177,cash,152 Drewry Terrace,Nakhabino,,Russia,396072,52 Carey Pass,Zhoukoudian,,China,,5891160657,shipped
178,178,178,4/6/2021,6.3,24,313.54,0.68,5175.4,178,credit card,806 Jay Center,Far‘ūn,,Palestinian Territory,,1 Stoughton Road,Rancapeundey,,Indonesia,,1873251151,shipped
179,179,179,7/12/2020,18.4,27,413.22,0.11,9010.85,179,cash,37200 Nobel Parkway,Saint John,NB,Canada,E2L,15667 Dwight Pass,Vila Nova,06,Portugal,3220-523,9021107973,delivered
180,180,180,11/11/2020,5.01,9,909.67,0.16,8460.62,180,credit card,65055 Jenna Alley,Jiezi,,China,,63160 Elka Trail,Zhaogezhuang,,China,,2288178923,processing
181,181,181,2/18/2021,14.74,87,456.14,0.87,1745.63,181,debit card,53873 Portage Alley,Snizhne,,Ukraine,,73076 Kropf Alley,Khayr Kōṯ,,Afghanistan,,8831782583,pending
182,182,182,3/24/2020,15.34,89,488.69,0.37,5847.76,182,debit card,647 Lakewood Gardens Avenue,Rantauambacang,,Indonesia,,30132 Bayside Road,Tanglag,,China,,4335711220,processing
183,183,183,1/8/2022,19.19,48,890.41,0.81,8681.58,183,credit card,951 Sauthoff Center,Curug,,Indonesia,,3 Lien Avenue,Chuquitira,,Peru,,4296278762,pending
184,184,184,12/12/2020,13.81,63,455.93,0.49,3697.2,184,credit card,342 Becker Plaza,Osório,,Brazil,95520-000,35564 Prairieview Place,Mangaratiba,,Brazil,23860-000,4051832286,delivered
185,185,185,2/16/2021,5.32,13,965.63,0.75,5213.04,185,debit card,06514 Everett Pass,Jessore,,Bangladesh,9413,42086 Porter Crossing,Tamanan,,Indonesia,,6682061656,processing
186,186,186,5/5/2020,16.27,59,893.97,0.96,6330.28,186,credit card,309 Homewood Lane,Idritsa,,Russia,125364,3 Barnett Alley,Terawas,,Indonesia,,8246983755,shipped
187,187,187,12/2/2020,9.52,33,815.65,0.03,6314.82,187,cash,296 Pierstorff Road,Guangshan Chengguanzhen,,China,,51 Montana Hill,Batuan,,China,,9674014736,processing
188,188,188,5/23/2020,20.03,78,315.51,0.63,9239.82,188,debit card,48 Evergreen Crossing,Mucumpiz,,Venezuela,,29 Gulseth Plaza,Urayasu,,Japan,689-2352,5271291707,shipped
189,189,189,1/17/2021,1.82,13,905.33,0.1,1002.07,189,debit card,55 Arizona Street,Sanhe,,China,,9 Anzinger Road,Grimstad,09,Norway,4892,2577590531,processing
190,190,190,7/27/2022,18.36,78,346.55,0.6,5873.91,190,debit card,095 Bluestem Crossing,Granville,99,France,50404 CEDEX,3 Trailsway Trail,Leuburi,,Indonesia,,9786343517,processing
191,191,191,11/13/2021,18.96,56,948.56,0.65,585.03,191,credit card,4 Dennis Point,Lons-le-Saunier,A6,France,39039 CEDEX 9,79 Rockefeller Trail,Shikhany,,Russia,412950,8517436759,delivered
192,192,192,11/9/2020,16.27,39,348.24,0.81,3278.64,192,credit card,8003 Delladonna Avenue,Pinagsibaan,,Philippines,0801,6566 Cordelia Park,Gagarin,,Uzbekistan,,3691679386,shipped
193,193,193,8/27/2020,10.96,67,734.35,0.11,3250.8,193,credit card,571 Shelley Way,Malandag,,Philippines,1621,1568 Memorial Crossing,San Vicente,,Argentina,4608,2669454304,delivered
194,194,194,9/18/2021,22.67,4,985.51,0.14,712.58,194,credit card,68520 Meadow Vale Circle,Antimácheia,,Greece,,309 Sage Pass,Laixi,,China,,3331148106,delivered
195,195,195,4/7/2020,17.57,58,765.5,0.71,4294.98,195,credit card,50 Fremont Circle,Aurora,,Philippines,7020,4450 Mallory Parkway,Halayhay,,Philippines,2207,4408832190,processing
196,196,196,4/10/2021,20.01,94,676.88,0.06,2210.08,196,cash,29104 Sugar Plaza,Xiachen,,China,,752 Summerview Avenue,København,1084,Denmark,1556,4720185045,processing
197,197,197,6/18/2022,1.79,67,488.04,0.9,4225.79,197,debit card,6141 Holmberg Way,Valsamáta,,Greece,,00 Heath Center,Bunirasa,,Indonesia,,2286835489,delivered
198,198,198,1/26/2022,2.85,25,141.94,0.6,8259.73,198,debit card,26 Gale Alley,Malya,,Tanzania,,22 Ryan Terrace,Pliska,,Bulgaria,9959,5723614194,delivered
199,199,199,11/6/2020,5.37,34,42.26,0.92,2451.76,199,credit card,098 Drewry Junction,Almeria,,Philippines,6544,91990 Dennis Way,Bīr Zayt,,Palestinian Territory,,7366192587,processing
200,200,200,7/2/2020,9.55,38,523.65,0.1,288.35,200,credit card,69 Northfield Place,Triwil,,Indonesia,,3313 Grover Road,Suvorovo,,Bulgaria,9170,4198261387,pending
201,201,201,7/7/2022,16.4,38,515.85,0.09,2139.06,201,debit card,15 Nelson Junction,Chian Yai,,Thailand,80190,18702 Ronald Regan Lane,Venda,03,Portugal,4715-529,8677606478,shipped
202,202,202,3/9/2021,15.27,36,200.91,0.44,7818.49,202,credit card,68718 Briar Crest Crossing,Likiep,,Marshall Islands,96960,73 Anzinger Place,Hengxi,,China,,1137320843,pending
203,203,203,1/2/2021,2.73,7,894.71,0.14,6096.43,203,credit card,6344 Iowa Plaza,Compostela,,Philippines,8109,82833 Barby Street,Kotakan Selatan,,Indonesia,,3825979216,shipped
204,204,204,9/21/2020,16.49,68,376.28,0.53,4102.14,204,cash,43 Graedel Trail,Villa Ángela,,Argentina,3540,0112 Fairview Avenue,Sokol,,Russia,694060,8564865192,processing
205,205,205,2/1/2021,14.99,91,6.94,0.05,6152.6,205,cash,7161 Bowman Center,Candi,,Indonesia,,6 Larry Court,Garies,,South Africa,8223,8209787804,delivered
206,206,206,8/22/2020,18.37,25,967.45,0.64,3529.47,206,credit card,65 Rutledge Circle,Zongzhai,,China,,601 Transport Point,Zhouzhuang,,China,,4113280837,pending
207,207,207,11/25/2022,7.83,74,678.89,0.73,6043.73,207,debit card,4739 3rd Lane,Saint-Gaudens,B3,France,31804 CEDEX,67 Miller Court,Victoria,BC,Canada,V9A,7503586536,delivered
208,208,208,8/14/2020,15.49,80,546.46,0.06,2930.0,208,credit card,067 Glacier Hill Point,Dabaozi,,China,,5 High Crossing Avenue,Slovenj Gradec,,Slovenia,2380,3549330994,pending
209,209,209,10/4/2020,11.02,62,655.45,0.3,2104.82,209,credit card,97 Reindahl Road,Craigavon,NIR,United Kingdom,BT66,7464 Artisan Plaza,La Curva,,Philippines,1235,3178144632,processing
210,210,210,5/29/2021,20.59,58,942.16,0.35,8410.61,210,credit card,175 Kennedy Terrace,Kallithéa,,Greece,,996 Di Loreto Crossing,San Antonio,TX,United States,78205,6228629381,processing
211,211,211,12/11/2022,15.16,6,901.38,0.96,9296.43,211,credit card,64111 Village Green Road,Guarenas,,Venezuela,,300 Fairview Road,Ichupampa,,Peru,,1929325192,shipped
212,212,212,7/7/2022,11.63,41,562.55,0.6,3883.22,212,credit card,412 Towne Avenue,Agara,,Georgia,,887 Monica Plaza,Montauban,B3,France,82037 CEDEX,9358732789,delivered
213,213,213,5/10/2021,14.34,30,30.55,0.43,1394.06,213,debit card,33 Blue Bill Park Place,Jeleuk,,Indonesia,,35 Sycamore Pass,Jiuzhai,,China,,1110785440,pending
214,214,214,5/30/2021,1.98,92,555.03,0.43,3528.4,214,credit card,97160 Independence Drive,Huaicheng,,China,,2781 Rieder Hill,Ezhou,,China,,2177300236,delivered
215,215,215,7/7/2020,8.87,38,501.38,0.47,4336.05,215,credit card,772 Stone Corner Street,Nanbin,,China,,6451 Scott Center,Bulung’ur,,Uzbekistan,,3522281020,delivered
216,216,216,12/27/2020,0.44,42,606.02,0.98,727.27,216,credit card,8 Talisman Court,Panalingaan,,Philippines,9610,69 Division Park,Sindangan,,Philippines,6305,9998918851,delivered
217,217,217,2/18/2022,8.93,13,827.2,0.1,9701.91,217,cash,23 Marquette Point,Yuetang,,China,,3520 Lillian Circle,Hamilton,,Bermuda,,6393378751,pending
218,218,218,5/14/2022,2.38,17,978.85,0.39,6856.9,218,debit card,42 Birchwood Plaza,Pokrovskoye,,Russia,623795,654 Duke Point,Wewit,,Indonesia,,4477844411,processing
219,219,219,2/17/2020,4.62,37,41.26,0.7,3215.7,219,debit card,8644 Becker Alley,Tambobamba,,Peru,,4 Kedzie Pass,Mataya,,Philippines,9615,3712593257,delivered
220,220,220,12/28/2021,5.04,22,401.16,1.0,2815.07,220,debit card,399 Carioca Lane,Motuo,,China,,8 Bobwhite Trail,Nggambel,,Indonesia,,4804238257,pending
221,221,221,3/24/2022,9.3,34,467.12,0.25,8003.07,221,cash,1270 Hollow Ridge Drive,Bangbayang,,Indonesia,,67 Hoffman Parkway,Looc,,Philippines,5507,1998739662,delivered
222,222,222,9/24/2022,14.56,5,324.51,0.13,6959.0,222,debit card,8 Nova Place,Baganga,,Philippines,1219,321 Knutson Avenue,Jandir,,Indonesia,,7181567117,pending
223,223,223,11/18/2020,9.47,10,983.1,0.16,2501.31,223,cash,30186 Pennsylvania Plaza,Várzea,03,Portugal,4755-522,90 Hollow Ridge Trail,Śniadowo,,Poland,18-411,6522359853,shipped
224,224,224,4/16/2022,9.59,21,360.62,0.76,6281.48,224,cash,93286 Esch Alley,Roslavl’,,Russia,216507,1410 Clove Place,Shāhpur,,Pakistan,47261,5202762794,shipped
225,225,225,11/3/2022,7.56,90,588.55,0.1,4409.05,225,credit card,038 Dennis Court,Gorna Oryakhovitsa,,Bulgaria,5145,72 Dennis Alley,Bat Khela,,Pakistan,18351,9309650619,processing
226,226,226,9/2/2022,8.34,25,80.65,0.59,9015.21,226,cash,2 Tomscot Parkway,Gubskaya,,Russia,352552,557 Bartelt Pass,Pandean,,Indonesia,,2362654568,shipped
227,227,227,3/14/2022,14.59,72,158.49,0.94,9756.37,227,debit card,21 Annamark Junction,Corcuera,,Philippines,5514,5 Lakewood Gardens Junction,Altıağac,,Azerbaijan,,6556011358,processing
228,228,228,10/15/2021,2.19,85,92.79,0.05,8702.23,228,credit card,08654 Center Way,Jilong,,China,,96 Arapahoe Point,Nowa Góra,,Poland,32-327,6661342625,pending
229,229,229,10/30/2020,12.42,64,33.98,0.17,1094.68,229,debit card,9 Birchwood Crossing,Barrie,ON,Canada,L9J,120 Fulton Court,Norrköping,E,Sweden,603 52,1816641212,shipped
230,230,230,4/10/2020,2.25,39,902.55,0.28,6185.76,230,cash,66391 Thierer Lane,Strassen,,Luxembourg,L-8069,7911 Florence Circle,Ughelli,,Nigeria,,4304330601,processing
231,231,231,1/25/2022,7.49,79,121.78,0.39,7845.59,231,credit card,94866 Ridgeway Hill,Gornyak,,Russia,658424,87084 Carey Terrace,Narutochō-mitsuishi,,Japan,779-0311,6068758053,shipped
232,232,232,5/8/2020,17.76,2,229.49,0.52,4812.51,232,debit card,53907 Karstens Street,Jiangkou,,China,,35029 Fulton Trail,Zhusha,,China,,1416227698,processing
233,233,233,11/12/2020,5.57,82,74.29,0.6,3400.07,233,debit card,11466 Esch Junction,Solna,AB,Sweden,171 43,8 Village Lane,Sukoanyar,,Indonesia,,8804260039,shipped
234,234,234,3/22/2021,10.79,38,176.67,0.74,7444.08,234,credit card,27928 Sommers Point,Santa Ana,,Argentina,4631,330 Del Mar Trail,Banī Suwayf,,Egypt,,8451054454,shipped
235,235,235,8/21/2022,21.23,65,43.06,0.14,4139.54,235,cash,11 Oak Court,Chengkan,,China,,96317 Hanover Place,Rawuk,,Indonesia,,4883841813,pending
236,236,236,1/10/2020,12.06,36,99.98,0.67,3917.48,236,debit card,56 Fuller Drive,Uurainen,,Finland,41231,43 Eastlawn Trail,Gurra e Vogël,,Albania,,9688299713,processing
237,237,237,7/16/2021,6.12,56,829.93,0.39,2535.91,237,credit card,882 Rockefeller Terrace,Jingzhou,,China,,9 3rd Point,Hägersten,AB,Sweden,129 55,9529642117,shipped
238,238,238,1/14/2020,3.9,31,832.96,0.96,1386.16,238,debit card,30 Cambridge Plaza,Ratnapura,,Sri Lanka,70000,2 Menomonie Avenue,Kostrzyn nad Odrą,,Poland,66-470,9363759159,shipped
239,239,239,7/4/2020,2.4,57,279.88,0.33,9342.65,239,cash,9 School Lane,Vale Covo,10,Portugal,2540-702,3243 Oneill Trail,Cibogo,,Indonesia,,5113998082,delivered
240,240,240,11/29/2021,23.49,23,97.95,0.8,478.55,240,debit card,353 Saint Paul Court,Chillán,,Chile,,8589 Oneill Point,Rogoza,,Slovenia,2327,6516363568,delivered
241,241,241,10/20/2022,19.57,90,132.07,0.36,6715.98,241,debit card,6915 Roxbury Parkway,Berezanka,,Ukraine,,5430 Glendale Circle,Aragarças,,Brazil,76240-000,6554414673,delivered
242,242,242,9/28/2022,10.26,77,363.54,0.42,8882.32,242,debit card,8933 Banding Crossing,Sukagawa,,Japan,378-0401,14 Anthes Park,San Antonio,TAM,Mexico,88710,1085427947,shipped
243,243,243,10/10/2020,1.09,74,720.07,0.47,1078.34,243,debit card,649 Anzinger Point,Xinbu,,China,,2 Bluestem Parkway,Thị Trấn Thọ Xuân,,Vietnam,,3004597421,shipped
244,244,244,2/14/2021,6.1,25,875.74,0.5,275.26,244,credit card,438 Sloan Parkway,Krasnoshchekovo,,Russia,658343,912 Kipling Trail,Halmstad,N,Sweden,302 30,7917528703,pending
245,245,245,11/23/2022,15.99,84,166.16,0.29,3733.19,245,credit card,158 Waxwing Court,Chimichagua,,Colombia,201058,60502 Hintze Park,Balitai,,China,,9036855221,processing
246,246,246,7/16/2021,22.34,80,758.48,0.21,8688.93,246,debit card,973 Oak Valley Plaza,Sarae,,Indonesia,,83740 Anhalt Drive,Siayan,,Philippines,7113,4385436424,processing
247,247,247,5/10/2020,3.01,99,1.96,0.72,8468.23,247,debit card,949 5th Lane,Tongzilin,,China,,54010 Novick Circle,Balbalan,,Philippines,3801,8378533249,processing
248,248,248,11/21/2021,2.29,88,217.78,0.73,2936.31,248,credit card,3 2nd Park,Chandmanĭ,,Mongolia,,38899 New Castle Street,Sidem,,Indonesia,,8878517640,processing
249,249,249,7/13/2021,2.42,66,335.04,0.61,810.09,249,cash,984 Jenna Center,Doksy,,Czech Republic,472 01,7 Holy Cross Crossing,Sigayevo,,Russia,427990,6561651081,shipped
250,250,250,9/24/2020,3.16,82,787.5,0.38,5225.19,250,debit card,09 Continental Plaza,Si Narong,,Thailand,34000,75 Schmedeman Crossing,Khao Yoi,,Thailand,76140,6168879645,delivered
251,251,251,8/11/2021,23.82,66,649.31,0.51,8203.04,251,debit card,9704 Oxford Point,Alençon,99,France,61015 CEDEX,7921 Bultman Point,Seixezelo,13,Portugal,4415-928,2484629092,delivered
252,252,252,7/8/2020,8.4,66,530.97,0.82,8941.62,252,cash,3 Sycamore Road,Xinchengzi,,China,,801 Moose Park,Farsta,AB,Sweden,123 57,8766092989,shipped
253,253,253,6/28/2020,23.79,19,387.43,0.73,2189.37,253,credit card,79 Meadow Vale Junction,Cibolang,,Indonesia,,86365 Granby Junction,Gangnan,,China,,8191150297,delivered
254,254,254,12/26/2022,8.15,6,608.78,0.33,4299.89,254,cash,77 Arrowood Crossing,Uitenhage,,South Africa,6242,652 Hallows Hill,San José de Jáchal,,Argentina,5461,3053819650,processing
255,255,255,11/29/2022,10.9,99,477.54,0.06,1565.72,255,cash,0 Daystar Road,Reims,A4,France,51679 CEDEX 2,426 Vermont Court,Tugulym,,Russia,623650,8232247891,shipped
256,256,256,3/29/2021,11.91,60,77.0,0.56,7807.18,256,debit card,88550 Raven Center,Huqiu,,China,,58 Starling Road,Jiangcheng,,China,,9487677274,shipped
257,257,257,2/15/2021,13.88,13,145.49,0.64,1107.74,257,credit card,922 Packers Plaza,El Coco,,Panama,,83 Luster Place,Władysławowo,,Poland,84-120,3838431695,pending
258,258,258,9/18/2022,12.24,96,258.34,0.26,4846.42,258,debit card,8 Gerald Way,Gangnan,,China,,2 Declaration Crossing,Campos do Jordão,,Brazil,12460-000,6006277938,processing
259,259,259,3/17/2022,19.49,31,991.52,0.6,578.92,259,credit card,49 Kingsford Place,Żyrardów,,Poland,96-304,4 Grim Hill,Marietta,GA,United States,30061,4918566688,pending
260,260,260,10/8/2021,11.66,7,734.58,0.69,6643.68,260,cash,13 Bowman Court,Malabago,,Philippines,2419,7 Ohio Circle,Kliteh,,Indonesia,,3685923215,shipped
261,261,261,8/24/2020,2.45,83,791.92,0.9,921.78,261,debit card,0 Washington Park,Alcáçovas,07,Portugal,7090-021,90845 Karstens Road,Vysočany,,Czech Republic,671 07,5726455390,shipped
262,262,262,10/4/2022,7.98,19,653.74,0.63,1778.87,262,credit card,63340 Schlimgen Plaza,Canomoy,,Philippines,5411,83985 Ramsey Lane,Dijon,A1,France,21040 CEDEX,4474469516,shipped
263,263,263,9/20/2022,2.49,90,576.05,0.54,7003.34,263,credit card,9 Troy Place,Pruszcz,,Poland,86-120,10 Pennsylvania Point,Sukasari,,Indonesia,,6570249030,delivered
264,264,264,4/14/2020,2.83,11,840.56,0.08,9498.39,264,debit card,065 Montana Lane,Kangalassy,,Russia,677903,68958 Briar Crest Terrace,Yuecheng,,China,,8559007540,processing
265,265,265,10/21/2022,12.57,57,644.74,0.54,5996.23,265,cash,5 Mcbride Road,Noupoort,,South Africa,5950,08854 Fuller Parkway,Aykhal,,Russia,623506,6478202874,delivered
266,266,266,6/4/2022,0.72,58,132.11,0.23,8666.75,266,credit card,91713 International Park,Saribudolok,,Indonesia,,9920 Claremont Alley,Marale,,Honduras,,2312504464,processing
267,267,267,1/15/2020,0.8,64,154.83,0.52,584.88,267,credit card,24 Northport Hill,Kiarajangkung,,Indonesia,,22771 School Court,Baipu,,China,,2053788329,shipped
268,268,268,2/18/2022,7.39,21,169.09,0.8,7684.83,268,credit card,331 Village Green Drive,Soko,,Indonesia,,25953 Northwestern Point,Ginatilan,,Philippines,6028,1846465386,shipped
269,269,269,8/24/2020,2.72,51,410.7,1.0,910.91,269,debit card,94314 Kings Pass,Acatenango,,Guatemala,04011,179 Menomonie Place,Mungui,,Peru,,1778972120,shipped
270,270,270,1/15/2022,2.56,5,920.18,0.18,8608.49,270,debit card,679 Farragut Junction,Warungbuah,,Indonesia,,2967 Westport Plaza,Yinglong,,China,,8588588703,shipped
271,271,271,2/2/2020,5.13,9,967.4,0.49,7610.2,271,credit card,76 Dixon Way,Oepula,,Indonesia,,322 Towne Place,Cruz Alta,,Argentina,2189,6644184491,pending
272,272,272,7/28/2021,14.55,76,405.58,0.6,1527.73,272,debit card,3383 Sachtjen Junction,Lypnyazhka,,Ukraine,,64765 Ramsey Parkway,Vostok,,Russia,191023,7464574781,shipped
273,273,273,9/6/2022,16.37,24,523.74,0.08,7130.56,273,credit card,32770 Carioca Plaza,Jardín América,,Argentina,3332,655 Jana Trail,Ishinomaki,,Japan,986-2344,3772837878,pending
274,274,274,4/25/2020,15.51,84,732.41,1.0,884.66,274,credit card,0965 Monica Terrace,Tianchi,,China,,39 Ramsey Terrace,Leiria,10,Portugal,2400-013,6845938892,processing
275,275,275,6/23/2021,18.6,23,403.64,0.46,561.71,275,credit card,73464 Redwing Terrace,Yangfang,,China,,092 Ridge Oak Trail,Preiļi,,Latvia,,4121755810,pending
276,276,276,9/21/2020,18.78,63,436.47,0.56,348.49,276,credit card,26790 Green Parkway,Sąspów,,Poland,32-082,2 Elka Center,Tranås,F,Sweden,573 36,4209774819,delivered
277,277,277,3/5/2021,9.33,77,688.61,0.36,986.63,277,debit card,1 Oakridge Terrace,Aviá Terai,,Argentina,3706,3 Russell Hill,Buea,,Cameroon,,2578008234,processing
278,278,278,10/31/2022,15.28,24,927.29,0.1,4206.8,278,credit card,1 2nd Park,Jorowaru Daya,,Indonesia,,27348 Lawn Circle,Erdu,,China,,4383899383,pending
279,279,279,6/7/2020,14.06,41,651.21,0.23,3980.17,279,credit card,1 Towne Circle,Stare Miasto,,Poland,62-571,99785 Claremont Hill,Risālpur,,Pakistan,24081,9439846926,pending
280,280,280,5/20/2022,19.2,81,555.91,0.69,2581.52,280,cash,1725 Grover Plaza,Kýthnos,,Greece,,1642 Brickson Park Park,Chalcos,,Peru,,3094442061,shipped
281,281,281,4/28/2022,15.93,69,8.08,0.57,2820.26,281,debit card,28346 Fremont Parkway,Nangen,,South Korea,,73 Marquette Place,Dniprodzerzhyns’k,,Ukraine,,8679850176,shipped
282,282,282,8/24/2022,1.46,91,193.37,0.12,8207.78,282,cash,44756 Moose Junction,Shuiyang,,China,,38104 Emmet Place,Moss,01,Norway,1513,8763138659,delivered
283,283,283,9/28/2020,8.07,26,219.8,0.01,2745.68,283,credit card,14278 Homewood Hill,Daji,,China,,4 Fallview Crossing,Esso,,Russia,684350,3445801425,processing
284,284,284,9/6/2022,8.78,36,255.95,0.56,6735.43,284,credit card,042 Warrior Pass,Cruzeiro do Sul,,Brazil,95930-000,69717 Sunnyside Plaza,Buliwao,,Philippines,3711,8048489435,pending
