order_id,customer_id,product_id,order_date,order_time,quantity,unit_price,discount,total_price,supplier_id,payment_method,shipping_address,shipping_city,shipping_state,shipping_country,shipping_postal_code,billing_address,billing_city,billing_state,billing_country,billing_postal_code,tracking_number,status
142,142,142,12/6/2022,18.07,30,221.73,1.0,5658.53,142,debit card,8 Sundown Plaza,Maroanging,,Indonesia,,1 Bayside Point,Tengjia,,China,,5412781934,shipped
143,143,143,12/2/2021,8.98,8,9.09,0.05,139.09,143,credit card,880 Erie Parkway,Jihlava,,Czech Republic,586 01,9 Bellgrove Center,Zliten,,Libya,,8758067022,pending
144,144,144,2/21/2022,12.39,58,167.08,0.12,1207.88,144,cash,6 South Center,Mosquera,,Colombia,250047,273 Dayton Crossing,Palomoc,,Philippines,4227,9273445072,delivered
145,145,145,4/1/2020,2.94,14,866.79,0.64,3983.46,145,cash,24368 Esker Point,Arvidsjaur,BD,Sweden,933 82,1 Rutledge Terrace,Shuanghe,,China,,5982681318,pending
146,146,146,10/9/2021,23.49,39,102.17,0.08,6340.85,146,credit card,17744 Mariners Cove Road,San Miguel,,Philippines,8301,13 Montana Place,Zalesnoye,,Ukraine,,7718806014,delivered
147,147,147,11/2/2020,15.81,60,421.27,0.87,9137.53,147,debit card,2 Declaration Plaza,Jishui,,China,,419 Golf Course Circle,Guacarí,,Colombia,763508,7033708954,shipped
148,148,148,8/1/2020,19.66,6,772.8,0.75,3265.13,148,debit card,20742 Monterey Point,Gominhães,03,Portugal,4800-424,1 Karstens Terrace,Stockholm,AB,Sweden,112 45,7443319962,delivered
149,149,149,12/20/2021,2.89,43,416.97,0.65,4300.39,149,credit card,7 Ilene Point,Zhongying,,China,,9854 Donald Avenue,Cauayan,,Philippines,6112,5816389346,pending
150,150,150,2/9/2022,17.46,10,963.1,0.78,5081.65,150,credit card,7 Marquette Court,Jaguariaíva,,Brazil,84200-000,48 Union Plaza,Fort Wayne,IN,United States,46857,6839245468,delivered
151,151,151,11/12/2020,19.3,27,154.63,0.48,8733.61,151,cash,5431 Forster Court,Ban Talat Yai,,Thailand,83120,37 Drewry Court,Contagem,,Brazil,32000-000,4365727341,shipped
152,152,152,9/8/2020,20.46,7,543.24,0.72,8258.28,152,cash,773 Monterey Street,Shinjō,,Japan,999-5313,905 Northland Street,San Diego,CA,United States,92110,4765249858,processing
153,153,153,3/5/2021,13.27,31,187.68,0.18,6107.81,153,cash,09 Huxley Way,Hŭkkyo-ri,,North Korea,,75 Fairview Parkway,Suyo,,Philippines,2715,3964457793,processing
154,154,154,3/28/2020,8.66,38,980.76,1.0,7333.39,154,debit card,16764 Eggendart Street,Jōetsu,,Japan,949-1742,1873 Hermina Way,Kokotów,,Poland,32-020,6174402236,processing
155,155,155,10/19/2020,17.89,78,877.98,0.19,93.56,155,debit card,8 Cordelia Terrace,Macun,,China,,7 Cardinal Pass,Sanhe,,China,,1173924984,pending
156,156,156,5/15/2021,13.36,45,132.86,0.16,5879.3,156,cash,2 Delaware Crossing,Boa Vista,,Brazil,69300-000,500 Arizona Hill,Grand Rapids,MI,United States,49510,2103020288,delivered
157,157,157,1/9/2021,8.41,20,397.27,0.15,9219.84,157,debit card,75 Iowa Parkway,Goiatuba,,Brazil,75600-000,6 Namekagon Way,Shuigou’ao,,China,,1876580345,pending
158,158,158,11/16/2020,14.36,71,254.75,0.8,8066.27,158,credit card,690 Transport Drive,San Juan,72,Puerto Rico,00918,0955 Corscot Trail,Nelspruit,,South Africa,1360,6560798789,shipped
159,159,159,7/10/2022,12.27,93,209.19,0.14,4556.29,159,debit card,279 Ludington Trail,Solo,,Philippines,4203,2008 Continental Park,Al Ḩaffah,,Syria,,1962367401,shipped
160,160,160,2/21/2021,5.94,85,304.47,0.09,2856.87,160,debit card,45 Lillian Road,Repki,,Poland,08-307,642 Pine View Street,Marttila,,Finland,21490,1313859044,shipped
161,161,161,1/18/2021,23.67,54,146.08,0.15,6527.74,161,cash,0 Dennis Court,The Valley,,Anguilla,,1 Hansons Center,Pavshino,,Russia,416102,3843631898,shipped
162,162,162,11/19/2021,4.78,16,905.14,0.84,4001.43,162,cash,3 Hooker Terrace,Bouaké,,Ivory Coast,,5105 Jackson Place,Yinzhu,,China,,8086282898,delivered
163,163,163,11/29/2021,22.01,11,966.8,0.91,7058.66,163,cash,485 Welch Drive,Galitsy,,Russia,606085,985 Sauthoff Street,Horní Bříza,,Czech Republic,330 12,2523970609,shipped
164,164,164,6/29/2021,22.32,11,480.08,0.17,1816.95,164,cash,946 Columbus Circle,Rakaia,,New Zealand,7743,8341 Emmet Street,Shouzhan,,China,,1879925913,shipped
165,165,165,6/12/2021,23.8,70,174.84,0.64,6810.44,165,debit card,18670 Kipling Drive,Lendava,,Slovenia,8332,95291 Pond Hill,Norrköping,E,Sweden,601 81,2956120909,shipped
166,166,166,6/8/2022,4.83,13,867.99,0.61,2205.36,166,debit card,685 Morrow Circle,Agustín Codazzi,,Colombia,202058,5364 Grayhawk Center,Połajewo,,Poland,64-710,9068386986,delivered
167,167,167,11/19/2021,10.85,2,809.29,0.37,5249.63,167,cash,06245 Iowa Lane,Jiuxi,,China,,9617 Mendota Place,Muranovo,,Russia,385741,7843006721,pending
168,168,168,2/20/2022,10.95,42,22.97,0.83,4996.37,168,debit card,9838 Sutteridge Drive,Santa Maria,MEX,Mexico,51009,3 Lakeland Avenue,Buenavista,,Philippines,8601,9935216722,delivered
169,169,169,5/11/2022,10.77,57,952.04,0.35,1750.7,169,cash,56 Washington Hill,Idkū,,Egypt,,04 Shoshone Junction,Deep River,ON,Canada,M4J,6574226943,pending
170,170,170,3/18/2022,17.2,81,783.31,1.0,3160.29,170,credit card,83827 Stoughton Center,Huntington,WV,United States,25775,09036 Summerview Drive,Hagonoy,,Philippines,8006,2905748480,delivered
171,171,171,1/29/2021,10.2,59,683.83,0.38,7561.97,171,credit card,84720 Parkside Point,Monrovia,,Liberia,,21706 Fairfield Road,Maggotty,,Jamaica,,8046819315,delivered
172,172,172,9/24/2020,19.1,65,534.81,0.56,5063.12,172,cash,75652 Linden Crossing,Bakov nad Jizerou,,Czech Republic,294 01,408 Atwood Pass,Navashino,,Russia,347417,9374234767,processing
173,173,173,4/3/2020,11.04,39,849.36,0.35,6641.17,173,credit card,0 Dayton Pass,Witbank,,South Africa,2250,7024 Vermont Circle,Pyhäsalmi,,Finland,86801,6275302197,pending
174,174,174,7/20/2021,6.03,27,64.55,0.84,9814.52,174,cash,9 Buell Trail,Maojiagang,,China,,71305 Texas Crossing,Korets’,,Ukraine,,8102363158,shipped
175,175,175,12/9/2022,7.23,5,434.14,0.9,5440.66,175,debit card,76118 Anderson Junction,Kizlyar,,Russia,363720,594 South Court,Staritsa,,Russia,171399,7206462123,pending
176,176,176,5/26/2022,20.2,27,353.17,0.59,9415.63,176,debit card,5251 Esker Way,Huashu,,China,,2 Hauk Circle,Guangyi,,China,,9574749585,pending
177,177,177,7/4/2021,13.8,45,459.35,0.17,7643.91,177,debit card,0393 Merrick Place,Tamontaka,,Philippines,9708,96943 Oriole Junction,Andovoranto,,Madagascar,,2504516377,pending
178,178,178,2/7/2020,3.95,98,944.42,0.01,7701.52,178,cash,18754 Gerald Point,Qiryat Shemona,,Israel,,98341 Mayfield Terrace,Włocławek,,Poland,87-822,9708029112,shipped
179,179,179,1/20/2021,5.48,91,52.99,0.94,8012.75,179,debit card,9 Oak Place,Yakovlevo,,Russia,215723,04 Oak Park,Kalilangan,,Philippines,8718,9177791118,pending
180,180,180,6/30/2021,7.87,19,828.99,0.75,2104.87,180,credit card,2 Elmside Parkway,MacArthur,,Philippines,6509,4149 Bartillon Park,Xiadian,,China,,1124567159,delivered
181,181,181,10/24/2021,8.76,95,200.37,0.36,4007.85,181,credit card,78 Buena Vista Court,Mehrān,,Iran,,5 Debra Circle,Lukovo,,Macedonia,6337,2648256256,processing
182,182,182,11/3/2022,16.82,48,866.62,0.46,7207.01,182,credit card,43 Hovde Place,Nong Phok,,Thailand,45210,022 Hauk Parkway,Huangjing,,China,,8766315653,delivered
183,183,183,4/16/2020,11.81,43,558.52,0.02,9391.47,183,credit card,8 Melody Street,Staten Island,NY,United States,10310,094 Continental Hill,Kliteh,,Indonesia,,4995728413,delivered
184,184,184,9/10/2022,18.12,1,255.14,0.09,5302.87,184,credit card,224 Vera Park,Volta Redonda,,Brazil,27200-000,4308 Petterle Point,Kedungsinggil,,Indonesia,,2976163845,delivered
185,185,185,7/8/2021,1.9,30,483.2,0.52,2313.76,185,credit card,286 Fordem Crossing,Pillpinto,,Peru,,641 Arkansas Trail,Claveria,,Philippines,9004,8208266408,shipped
186,186,186,3/26/2020,22.62,18,692.76,0.28,8553.69,186,credit card,1 Prairieview Place,Tangga,,Indonesia,,11569 Dawn Road,Manama,,Bahrain,,5532753893,shipped
187,187,187,9/28/2021,20.86,85,357.82,0.22,7493.84,187,debit card,62622 Jay Center,Aix-en-Provence,B8,France,13540,37 Scofield Plaza,La Esmeralda,,Venezuela,,9434902503,processing
188,188,188,8/24/2020,6.42,93,709.78,0.32,7133.53,188,credit card,28978 Magdeline Crossing,Plumbangan,,Indonesia,,16037 Utah Parkway,Mozelos,01,Portugal,4535-160,2684071557,pending
189,189,189,9/5/2022,23.11,20,574.03,0.68,587.87,189,credit card,54176 Mayfield Parkway,Muladbucad,,Philippines,1095,2766 Cherokee Hill,Bājitpur,,Bangladesh,2338,5602678504,shipped
190,190,190,4/22/2022,4.56,10,6.28,0.26,9847.04,190,debit card,46 Gateway Park,Conima,,Peru,,266 Summerview Point,Svoge,,Bulgaria,2287,2230736133,pending
191,191,191,5/2/2021,0.64,17,185.02,0.14,155.8,191,cash,8 Basil Plaza,Arrap’i,,Armenia,,13379 Arapahoe Trail,Xiaoxi,,China,,6215684726,processing
192,192,192,1/12/2020,4.26,15,504.62,0.87,9949.83,192,debit card,16537 Lukken Junction,Hongguang,,China,,947 7th Terrace,Santa Clara La Laguna,,Guatemala,07007,6716202787,pending
193,193,193,10/28/2020,21.93,6,852.28,0.37,8738.59,193,cash,8318 Westport Park,Seaton,ENG,United Kingdom,LE15,5 Kipling Street,Pameungpeuk,,Indonesia,,5537574507,shipped
194,194,194,3/9/2022,20.03,1,491.02,0.37,1603.19,194,debit card,04 Norway Maple Junction,Xiagang,,China,,05837 Bowman Park,Nueva Ocotepeque,,Honduras,,3996794783,shipped
195,195,195,4/3/2020,4.71,3,654.59,0.79,7350.15,195,debit card,52427 Magdeline Point,Samannūd,,Egypt,,67627 Brown Way,Greytown,,South Africa,3500,2255133197,shipped
196,196,196,5/2/2020,12.89,46,165.57,0.7,6436.41,196,credit card,6915 Walton Road,Banjar Pande,,Indonesia,,25 Fulton Lane,Ginebra,,Colombia,763518,3706725903,pending
197,197,197,7/7/2020,15.69,28,732.13,0.82,6488.54,197,debit card,3437 Scoville Parkway,Klenica,,Poland,66-130,85300 Sullivan Road,Bungur,,Indonesia,,2592847059,shipped
198,198,198,3/21/2021,20.91,46,491.97,0.09,9316.63,198,debit card,01744 Kings Avenue,Shebekino,,Russia,309296,4054 Monterey Alley,Guaíba,,Brazil,92500-000,9963730277,processing
199,199,199,12/2/2022,14.04,9,579.53,0.53,8699.58,199,debit card,06 Bluestem Lane,Sonorejo,,Indonesia,,174 Express Junction,Saint-Rémi,QC,Canada,K1G,6404237822,delivered
200,200,200,6/4/2020,4.15,6,851.41,0.7,7997.98,200,debit card,20726 Shasta Crossing,Daniwato,,Indonesia,,93511 Lien Plaza,Pagarbatu,,Indonesia,,7498652897,shipped
201,201,201,5/9/2020,23.76,58,220.36,0.1,9711.28,201,credit card,187 Dahle Plaza,Bang Rakam,,Thailand,65140,2083 Gina Road,Angochi,,Aruba,,2786589675,delivered
202,202,202,4/17/2020,23.72,10,319.31,0.04,9010.17,202,credit card,71224 Reinke Junction,Ning’an,,China,,4 Buell Lane,Bagiktinggang,,Indonesia,,4732924997,shipped
203,203,203,4/11/2021,15.37,93,973.07,0.06,2885.71,203,cash,304 Longview Circle,Castro Barros,,Argentina,5276,9 Westend Crossing,Palotina,,Brazil,85950-000,3679306359,pending
204,204,204,9/1/2021,17.64,66,570.46,0.45,1686.57,204,credit card,8 Granby Way,Samashki,,Russia,366602,27935 Randy Center,Xinzhan,,China,,1380090490,pending
205,205,205,8/20/2022,18.81,57,792.59,0.34,2060.6,205,credit card,9 Sunnyside Lane,Atescatempa,,Guatemala,22007,02 Ridge Oak Street,San Pedro,,Argentina,4500,4692971236,delivered
206,206,206,4/15/2020,7.98,90,322.2,0.06,1248.19,206,credit card,4825 Eagan Point,Gubat,,Philippines,4710,506 Old Shore Plaza,Tuapukan,,Indonesia,,9934845518,delivered
207,207,207,10/27/2020,22.2,9,904.11,0.27,7901.41,207,credit card,865 Old Shore Court,Fresno,CA,United States,93762,031 Golf View Hill,Palla,,Indonesia,,8527773050,pending
208,208,208,4/13/2021,15.31,5,623.49,0.75,1786.43,208,credit card,57 Lakewood Circle,Tokyo,,Japan,176-0014,512 Gerald Plaza,Camaçari,,Brazil,42800-000,3452023942,pending
209,209,209,4/26/2022,19.94,1,960.39,0.65,4227.31,209,debit card,00 Grim Lane,Sernur,,Russia,425479,1 Lakeland Lane,Molagavita,,Colombia,682038,8026706080,shipped
210,210,210,2/14/2021,4.05,19,153.06,0.53,8289.53,210,credit card,797 Crest Line Lane,Jifnā,,Palestinian Territory,,55841 Grayhawk Place,Fangcun,,China,,7313655727,processing
211,211,211,8/4/2020,18.43,55,986.45,0.98,5873.9,211,credit card,78146 Kennedy Trail,Tuti,,Peru,,73 6th Street,Gyigang,,China,,7681976425,shipped
212,212,212,6/22/2021,8.71,45,785.09,0.45,2846.06,212,debit card,61 Dakota Hill,Huaihe,,China,,94027 Debs Alley,Zhonghekou,,China,,5734028310,processing
213,213,213,12/16/2021,0.2,71,418.68,0.59,5780.43,213,cash,57365 Birchwood Trail,Yisuhe,,China,,299 Bunker Hill Plaza,Dūāb,,Afghanistan,,1346044198,pending
214,214,214,9/12/2022,22.28,50,826.24,0.19,5520.06,214,cash,08637 6th Terrace,Prado,,Brazil,45980-000,6 Transport Hill,Cheban,,China,,5947932143,processing
215,215,215,5/30/2020,17.47,95,5.93,0.76,7536.09,215,credit card,6 Shopko Court,Quţūr,,Egypt,,4232 Lien Road,Nuing,,Philippines,1707,7636720210,delivered
216,216,216,10/27/2020,19.66,72,429.44,0.11,9108.02,216,cash,849 Express Parkway,Largo,FL,United States,34643,01692 Moland Parkway,Qarqaraly,,Kazakhstan,,4820044927,processing
217,217,217,5/21/2020,2.53,28,970.74,0.64,8119.34,217,cash,1900 Stang Pass,Dvorovi,,Bosnia and Herzegovina,,6 Del Sol Place,Komsomol’sk,,Russia,155150,9408425666,delivered
218,218,218,3/20/2022,10.33,86,532.66,0.78,8009.46,218,credit card,328 Swallow Drive,Liwonde,,Malawi,,0391 Transport Road,Yayao,,China,,9675117949,shipped
219,219,219,1/1/2022,17.66,75,933.62,0.97,9068.26,219,credit card,71 Mariners Cove Plaza,Manay,,Philippines,1105,57 Hoepker Hill,Pingxiang,,China,,7230547053,delivered
220,220,220,9/26/2022,7.32,89,801.63,0.85,6796.9,220,credit card,1 Clemons Alley,Guarujá,,Brazil,11400-000,9449 Service Circle,Zhangcun,,China,,9569373787,delivered
221,221,221,5/6/2022,2.17,21,522.62,0.83,9233.44,221,credit card,9227 Union Avenue,Changshan,,China,,135 Commercial Plaza,Nytva,,Russia,617000,9942915117,delivered
222,222,222,10/16/2021,2.35,79,349.7,0.1,8446.3,222,cash,7 Manufacturers Alley,Shangdundu,,China,,38 Mockingbird Trail,Pedro Leopoldo,,Brazil,33600-000,8538406673,pending
223,223,223,3/19/2020,3.13,6,820.95,0.07,1113.35,223,debit card,2390 Hoard Place,Dabao,,China,,886 4th Center,Tsaghkaber,,Armenia,,1853128759,delivered
224,224,224,2/15/2021,8.45,5,469.02,0.9,8304.02,224,cash,31516 Westport Avenue,Mengdadazhuang,,China,,3775 Northfield Trail,Sinjhoro,,Pakistan,68220,4290669384,pending
225,225,225,12/26/2022,3.23,36,814.41,0.44,3694.04,225,debit card,44235 Manitowish Point,Chwałowice,,Poland,27-630,24760 Mallard Hill,Amahusu,,Indonesia,,6702453457,processing
226,226,226,5/26/2022,12.29,70,591.01,0.24,1391.15,226,debit card,92 Helena Drive,Mainque,,Argentina,8326,88 Huxley Court,Majzar,,Yemen,,3379141376,delivered
227,227,227,11/5/2022,2.93,34,852.69,0.93,106.85,227,credit card,2 Morningstar Avenue,Wenchi,,Ghana,,01588 Marcy Crossing,Czyżowice,,Poland,44-352,8059080197,processing
228,228,228,5/29/2020,10.29,20,174.78,0.1,6900.49,228,debit card,6688 Gateway Alley,Puerto Boyacá,,Colombia,155219,5 Almo Crossing,Teresita,,Philippines,9512,7618043815,pending
229,229,229,9/17/2020,15.64,21,537.19,0.6,2389.87,229,credit card,2538 Sunfield Street,Ganjaran,,Indonesia,,720 Carioca Avenue,Qingshan,,China,,2640999127,delivered
230,230,230,10/3/2022,3.93,37,493.66,0.89,1165.98,230,credit card,85 Linden Circle,Xuanzhou,,China,,4 Vidon Junction,Grand Rapids,MI,United States,49505,2647893717,pending
231,231,231,4/6/2021,2.0,69,441.62,0.3,3167.12,231,debit card,08114 Talisman Place,Buenavista,,Philippines,8601,4 Upham Circle,Rîbniţa,,Moldova,MD-5519,4956732184,delivered
232,232,232,3/30/2022,2.07,81,775.34,0.81,6253.51,232,cash,62233 3rd Alley,Petro-Slavyanka,,Russia,196851,04529 Spenser Pass,Duowa,,China,,8451544810,delivered
233,233,233,4/28/2021,13.84,52,519.74,0.74,5110.43,233,debit card,194 Gale Center,Torino,PM,Italy,10152,260 Comanche Junction,Yaroslavl,,Russia,353827,2482756895,shipped
234,234,234,12/27/2020,5.47,72,757.16,0.8,2701.91,234,credit card,4 Jenna Hill,Moundou,,Chad,,13 Glacier Hill Alley,Jiaokou,,China,,2219781856,delivered
235,235,235,10/24/2022,10.77,77,857.63,0.06,7864.55,235,debit card,172 Lotheville Center,Montauban,B3,France,82070 CEDEX,1713 Cardinal Drive,Kabala,,Sierra Leone,,2192512270,processing
236,236,236,11/30/2022,1.28,33,586.28,0.89,2558.61,236,debit card,1 Upham Hill,Prince Rupert,BC,Canada,V8J,0 3rd Alley,Miao’ergou,,China,,4309798211,shipped
237,237,237,11/3/2020,8.74,43,741.46,0.68,8963.5,237,debit card,2 Pearson Way,Markova,,Ukraine,,259 Northfield Trail,Nikolayevskaya,,Russia,347272,4772424264,delivered
238,238,238,7/16/2020,1.43,43,282.54,0.35,5631.03,238,debit card,4 Sullivan Terrace,Dengok,,Indonesia,,6219 Eliot Place,Koíla,,Greece,,4881031412,delivered
239,239,239,6/8/2020,14.59,53,99.0,0.53,5617.04,239,cash,7174 Mayfield Court,Trogan Barat,,Indonesia,,9248 Menomonie Alley,Bianba,,China,,1412822181,processing
240,240,240,11/2/2020,23.34,58,6.75,0.59,7735.49,240,cash,4 Clyde Gallagher Drive,San Miguel Chicaj,,Guatemala,15002,420 Maple Center,Wschowa,,Poland,67-400,6893713574,pending
241,241,241,2/19/2022,16.31,26,373.76,0.87,7953.14,241,debit card,78 Westend Alley,Zárate,,Argentina,3423,69 Rusk Lane,Oenaik,,Indonesia,,3318986585,pending
242,242,242,2/7/2020,3.44,10,932.38,0.44,7359.3,242,credit card,027 Hooker Center,Huxi,,China,,0 Cascade Junction,Mosoc Llacta,,Peru,,8652927720,shipped
243,243,243,1/7/2021,18.69,100,243.81,0.03,1774.6,243,cash,9546 Green Court,Sinamar,,Philippines,1230,9 Ludington Park,Gujiang,,China,,4721102489,delivered
244,244,244,8/26/2020,2.12,56,125.36,0.66,6451.96,244,debit card,1991 Forster Pass,Huai’an,,China,,27 Independence Crossing,Ampelgading,,Indonesia,,6823382176,pending
245,245,245,5/3/2021,21.84,10,745.44,0.67,3720.47,245,debit card,0 Granby Lane,Toulouse,B3,France,31079 CEDEX 5,920 Meadow Vale Parkway,Novi Šeher,,Bosnia and Herzegovina,,7007415206,shipped
246,246,246,8/15/2022,14.16,65,549.91,0.65,3384.67,246,cash,861 Pearson Place,Arthur’s Town,,Bahamas,,89636 Armistice Point,Boé,97,France,47555 CEDEX,1173938599,pending
247,247,247,3/1/2020,22.25,1,967.37,0.35,4296.68,247,cash,23315 Kim Court,Kokas,,Indonesia,,552 Bultman Avenue,Santa Cruz,COA,Mexico,30560,4539752025,processing
248,248,248,7/29/2020,19.87,42,852.29,0.23,6235.89,248,debit card,245 Dryden Trail,Sangatta,,Indonesia,,7 Ronald Regan Terrace,Jobabo,,Cuba,,7401101633,processing
249,249,249,5/24/2021,6.84,70,171.82,0.63,295.61,249,cash,592 Anzinger Court,Jammāl,,Tunisia,,606 Harper Court,Lomé,,Togo,,2325362551,delivered
250,250,250,8/1/2022,0.67,57,233.62,0.43,199.61,250,debit card,70 Veith Terrace,Barrhead,AB,Canada,T7N,335 Merry Avenue,‘Ayn al ‘Arab,,Syria,,1522784781,delivered
251,251,251,3/10/2020,0.2,3,972.07,0.83,7598.55,251,cash,78 Buell Road,Ust’-Ulagan,,Russia,649750,61 Warrior Drive,Tiksi,,Russia,678409,5348895074,delivered
252,252,252,2/25/2021,5.34,82,914.67,0.6,4835.38,252,credit card,606 American Road,Marína,,Greece,,141 Trailsway Circle,Ete,,Nigeria,,3665422157,shipped
253,253,253,7/30/2022,19.92,19,58.46,0.84,9128.47,253,cash,5225 Hanover Trail,Bromma,AB,Sweden,167 66,3 Blue Bill Park Avenue,Lapinjärvi,,Finland,07800,2123008344,pending
254,254,254,5/29/2022,8.75,49,184.87,0.99,920.19,254,cash,4553 Fulton Junction,Bratsk,,Russia,665709,22425 Blue Bill Park Court,Avranches,99,France,50309 CEDEX,6620339044,delivered
255,255,255,4/7/2021,13.69,25,253.09,0.44,3393.36,255,debit card,04795 Ludington Street,Krajan Suko Kidul,,Indonesia,,232 Bonner Center,Ntoroko,,Uganda,,9171128771,pending
256,256,256,9/14/2021,16.4,76,612.98,0.24,2316.61,256,cash,2 Melrose Park,Mainz,RP,Germany,55124,53 Village Green Drive,Seixezelo,13,Portugal,4415-928,3996024969,processing
257,257,257,8/5/2021,20.67,79,619.82,0.53,1653.52,257,credit card,97789 Onsgard Parkway,Nice,B8,France,06016 CEDEX 1,3281 Acker Park,Tsotsin-Yurt,,Russia,368033,6913959612,delivered
258,258,258,8/1/2021,13.09,78,397.42,0.82,3114.66,258,cash,4 Artisan Alley,Kangān,,Iran,,43656 Schiller Avenue,Älvsbyn,BD,Sweden,942 31,1978238754,shipped
259,259,259,10/26/2021,11.18,98,947.29,0.27,2294.47,259,cash,59 Lakewood Gardens Place,Babakankadu,,Indonesia,,73304 Magdeline Road,Rosmalen,06,Netherlands,5249,4263241260,processing
260,260,260,4/7/2020,16.84,20,523.58,0.59,5371.73,260,debit card,13 Eagan Terrace,Ljungby,G,Sweden,341 70,6 Brentwood Plaza,Chahe,,China,,4060035008,processing
261,261,261,11/7/2022,17.46,75,760.75,0.8,9685.11,261,credit card,2 North Circle,Centre de Flacq,,Mauritius,,8342 Fieldstone Park,Fojo,13,Portugal,4650-071,8262312760,pending
262,262,262,8/20/2021,5.79,99,775.82,0.38,6752.78,262,debit card,5 Rowland Avenue,Ban Rangsit,,Thailand,55000,56580 Washington Junction,Qimeng,,China,,1640585035,shipped
263,263,263,2/11/2020,23.17,2,795.05,0.46,9610.2,263,credit card,3 Brickson Park Way,Sedlčany,,Czech Republic,264 01,56 Thompson Park,Santo Domingo,,Dominican Republic,11205,5438910057,delivered
264,264,264,1/1/2021,11.59,53,523.92,0.45,5797.15,264,credit card,0505 Cambridge Pass,Hanji,,China,,86 Boyd Parkway,Kristinehamn,S,Sweden,681 37,8989047729,processing
265,265,265,12/14/2022,9.74,47,753.47,0.25,8679.82,265,credit card,0 Center Circle,Meybod,,Iran,,6181 Northport Parkway,Senada,,Morocco,,6116848875,delivered
266,266,266,11/11/2021,9.38,52,25.6,0.24,6363.02,266,debit card,7 Hanover Alley,Alès,A9,France,30112 CEDEX,1650 Texas Circle,Yangiyŭl,,Uzbekistan,,5587393792,processing
267,267,267,11/12/2022,21.06,2,889.83,0.7,8129.53,267,cash,65528 Elmside Road,Mertert,,Luxembourg,L-6693,63226 High Crossing Road,Ngromo,,Indonesia,,7282347717,shipped
268,268,268,11/20/2022,13.61,71,724.79,0.85,3062.8,268,cash,6212 Oriole Plaza,Kuangsan,,Indonesia,,532 Eliot Crossing,Ke’erlun,,China,,6559650635,shipped
269,269,269,3/7/2021,23.62,50,215.1,0.39,7660.47,269,cash,71 Rockefeller Lane,Lom Kao,,Thailand,67120,71 Caliangt Alley,Muslyumovo,,Russia,456721,7423319428,processing
270,270,270,12/14/2022,1.54,30,30.98,0.57,8651.07,270,credit card,765 Spohn Way,Aíyira,,Greece,,269 Moland Drive,Bacacay,,Philippines,0905,5878016359,processing
271,271,271,12/16/2022,14.27,89,35.11,0.89,478.0,271,credit card,60723 Carberry Alley,Bagamoyo,,Tanzania,,9 Ilene Terrace,Gambiran,,Indonesia,,7720609697,processing
272,272,272,10/25/2020,13.57,18,917.27,0.58,3400.12,272,debit card,97 Stuart Street,Tilburg,06,Netherlands,5044,2616 Springview Terrace,Amaraji,,Brazil,55515-000,4613393848,delivered
273,273,273,7/11/2021,21.26,39,631.32,0.5,4608.78,273,debit card,08139 Portage Lane,Guanghou,,China,,906 Clove Lane,Huabeitun,,China,,1350663556,shipped
274,274,274,12/25/2022,11.01,2,349.46,0.82,499.94,274,debit card,736 Westport Park,Owo,,Nigeria,,91 Sullivan Terrace,Fengxi,,China,,8155842741,shipped
275,275,275,11/28/2020,14.53,67,742.01,0.07,4385.17,275,credit card,9 Killdeer Circle,Port Sudan,,Sudan,,32251 Grayhawk Way,Cibeuti,,Indonesia,,8616530855,pending
276,276,276,6/7/2020,22.33,31,245.84,0.33,279.36,276,debit card,93312 Granby Pass,Shidong,,China,,26358 Cottonwood Street,Stavyshche,,Ukraine,,5468687083,shipped
277,277,277,1/1/2020,19.32,64,227.76,0.07,890.14,277,debit card,9 Kropf Plaza,Dungloe,,Ireland,Y21,49161 Saint Paul Lane,Mugumu,,Tanzania,,1223982042,processing
278,278,278,9/24/2021,11.64,57,865.22,0.3,3145.0,278,cash,6 Morningstar Junction,Targanice,,Poland,32-652,6951 Cherokee Pass,Orlando,FL,United States,32885,2758704307,shipped
279,279,279,8/19/2020,10.64,52,899.98,0.04,5700.01,279,cash,9 New Castle Way,Baitu,,China,,41666 Cordelia Court,Pangkalanbuun,,Indonesia,,3807874816,processing
280,280,280,6/9/2020,3.56,84,664.32,0.42,4454.9,280,debit card,1624 Upham Hill,Mandalgovi,,Mongolia,,652 Russell Road,Nanling,,China,,4666100440,delivered
281,281,281,4/19/2020,14.79,94,475.68,0.33,1285.88,281,cash,10093 Vidon Center,Jablunkov,,Czech Republic,739 91,00 Brown Way,Calçada,13,Portugal,4615-467,9713702578,pending
282,282,282,5/24/2020,2.62,90,165.17,0.42,1147.58,282,cash,5538 Lakewood Gardens Road,Camasca,,Honduras,,47045 Independence Terrace,Tisno,,Croatia,22240,1314276725,delivered
283,283,283,9/19/2022,10.71,30,376.47,0.27,7348.16,283,debit card,02461 Tennyson Terrace,Lengkong,,Indonesia,,8188 Gateway Trail,Orléans,A3,France,45045 CEDEX 1,4392670517,processing
284,284,284,7/2/2020,3.21,37,923.26,0.14,1685.44,284,cash,11 Lukken Plaza,Gambang,,Indonesia,,7 Sauthoff Lane,Charlotte,NC,United States,28225,1642670793,delivered
285,285,285,8/7/2020,1.08,76,801.84,0.38,941.58,285,cash,5515 Southridge Hill,Norrahammar,F,Sweden,562 24,3013 Sauthoff Terrace,Delta del Tigre,,Uruguay,,3460274458,delivered
